ï»¿web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1554326248-1028,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@katiecouric,Katie Couric,Why are ppl paying $$$ for their kids to go to school? If you have the means to pay $500k in bribes...how about using that to nurture & support their PASSIONS? Help them start a business or teach them CHEATING and BRIBERY are bad. Letâ€™s start there?? #collegeadmissionsscandal,9,19,144,1.55E+12,3/13/2019 3:09,/katiecouric/status/1105590949089103872
1554326248-1076,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@tjholmes,T.J. Holmes,"I have absolutely no sympathy for these rich privileged cheaters. 

#collegeadmissionsscandal",9,18,224,1.55E+12,3/13/2019 3:23,/tjholmes/status/1105502951995568128
1554326248-1103,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@sleektrader,sleektrader,"All wealth is theft, thatâ€™s the real scandal. 
#CollegeAdmissionsScandal",1,11,33,1.55E+12,3/13/2019 3:25,/sleektrader/status/1057740068570497024
1554326248-1040,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@ImTheoMarshall,Theo Marshall,How you get a 400 year head start and still cheat... #collegeadmissionsscandal,8,46,145,1.55E+12,3/13/2019 3:26,/ImTheoMarshall/status/1105575703834038272
1554326248-601,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@InkwellEditor,Yuwanda Black,"This #collegescam exposes leftist bigotry we see over & over...

They want quotas/preferences as long as their own kids can butt in line. 

They want to ban guns except for their own security. 

They want to ban walls except the ones around their homes. 

Conservative = equality",30,555,1.1K,1.55E+12,3/13/2019 4:12,/InkwellEditor/status/1110053550812553216
1554326248-1061,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@twmentality1,dÏƒxxÎµd _ªuÑ‚ à¸«ÏƒÑ‚ ÏƒuÑ‚,"The universities in the #CollegeCheatingScandal are complicit. They lowered their standards to accommodate the fraud. Otherwise, the #collegescam kids would fail once they were in.",113,624,1.5K,1.55E+12,3/13/2019 4:14,/twmentality1/status/1105532402267574272
1554326248-538,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@Hott19Chocolate,Adriana Thompson,"#AdmissionsScandal: Celebrities and CEOs are among 50 people charged in  ""the largest college admissions scam ever prosecuted,"" authorities say.

Follow this thread for all the updates pic.twitter.com/hY4ybrsfQA",19,99,162,1.55E+12,3/13/2019 4:14,/Hott19Chocolate/status/1111910292449951745
1554326248-536,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@Brightly50,Formerly Brightly5,Anyone who went to college met a stupid rich douche who you always wondered how they got in. No need to wonder anymore #collegeadmissionscandal,3,35,181,1.55E+12,3/13/2019 5:01,/Brightly50/status/1112025202781798400
1554326248-826,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@ARmastrangelo,Alana Mastrangelo,"The #collegeadmissionscandal is horrifying & an egregious example of inequity. Now that I have your attention, I hope y'all think abt some LEGAL inequities in #HigherEd like: 

Legacy admissions
Merit-based aid
Focus on test scores
Recruitment probs
Unpaid Internships",5,26,76,1.55E+12,3/13/2019 5:01,/ARmastrangelo/status/1106030149982666752
1554326248-964,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@tressiemcphd,The Dr. Tressie McMillan Cottom,College admissions still skewed to the rich even without cheating Hollywood dum stars. 17 year old toon #AdmissionsScam #CollegeGate âÅ_@phillydotcomâÅ©pic.twitter.com/OlqciuHdqy,2,39,90,1.55E+12,3/13/2019 5:55,/tressiemcphd/status/1105664417067352064
1554326248-1033,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@LenBottone,Len Bottone,"One of the prosecutors, Eric S. Rosen, said that Mr. Singer had in some cases falsified studentsâ€™ ethnicities and other biographical details to take advantage of affirmative action. 

#CollegeAdmissionsScandal  https://www.nytimes.com/2019/03/12/us/college-admissions-cheating-scandal.htmlÂ â€_",6,18,23,1.55E+12,3/13/2019 5:58,/LenBottone/status/1105583089714114560
1554326248-509,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@Brightly50,Formerly Brightly5,"A distinguished degree generally is necessary to find employment with health coverage in the U.S., but it is not sufficient. The cut of your jib--your conformity with the rules--must be vetted by mediocrities whose parents bought their degrees for them. #collegeadmissionsscandal",4,49,112,1.55E+12,3/13/2019 6:08,/Brightly50/status/1112714749781917696
1554326248-1048,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@simplykatricia,âœ¨ simplykatricia Â âœ¨,"Going on @SRuhle in a minute... 
#collegeadmissionsscandal pic.twitter.com/SXmsiFjoyx",30,9,214,1.55E+12,3/13/2019 6:18,/simplykatricia/status/1105561052111089669
1554326248-1041,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@melvreyes_,amaury Â _Ÿ‡__Ÿ‡_,"This latest #CollegeAdmissionsScandal might help explain how Obama got into Columbia. Normally you cannot transfer into an Ivy League school, and surely not with Obamaâ€™s mediocre SAT and poor grades at Occidental. His talent is as a conman. But this con is yet to be revealed pic.twitter.com/VH3pFsWSGB",619,3.7K,6.4K,1.55E+12,3/13/2019 6:20,/melvreyes_/status/1105574230534569988
1554326248-540,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@ajplus,AJ+,"While considering the #AdmissionsScandal, donâ€™t forget there are Black mothers in prison for up to 5 years for using a different address to send their children to better schools than the chronically underperforming ones in their district.

They call it â€œstealing an education.â€ù",36,621,1.2K,1.55E+12,3/13/2019 6:21,/ajplus/status/1111482865835884544
1554326248-574,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@shyftnetwork,Shyft,Your student loans are important for subsidizing the pseudo-credentials of the very rich. #collegeadmissionsscandal,2,49,177,1.55E+12,3/13/2019 6:21,/shyftnetwork/status/1111625325706924032
1554326248-941,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@CommieAngel,â˜_Pinkoâ˜_Angelâ˜_ #HandsOffVenezuela,"Kushner didnâ€™t earn his entrance into Harvard just like trump didnâ€™t earn his into Wharton. In fact, Iâ€™d be willing to bet, trump bought his way through school. #collegeadmissionsscandal https://twitter.com/Prison4Trump/status/1105682899217592320Â â€_",18,103,225,1.55E+12,3/13/2019 6:23,/CommieAngel/status/1105717021021396992
1554326248-1002,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@HeatherMcDonald,HEATHER McDONALD,"Again, one of our most prescient voices of our times, @sarahkendzior on #collegeadmissionsscandal: the entire system has been skewed. #CollegeCheatingScandalhttps://twitter.com/sarahkendzior/status/1105572716638294017Â â€_",2,90,266,1.55E+12,3/13/2019 6:30,/HeatherMcDonald/status/1105624598794526720
1554326248-645,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@BA_Abroad,An Education Abroad,The #Collegeadmissionsscandal illuminates the inequities at play in our college admissions system AND in a higher education system that has privileged wealthy and well-connected applicants over low-income and working class families for FAR TOO LONG.,2,15,54,1.55E+12,3/13/2019 6:31,/BA_Abroad/status/1110949335578144769
1554326248-776,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@RebeccaCokley,Rebecca Cokley,"The cheating at Ivy League schools has been going on FOREVER. The rich, entitled, old white guard is deeply and systemically entrenched.

#collegeadmissionsscandal #CollegeCheatingScandal",18,30,117,1.55E+12,3/13/2019 6:37,/RebeccaCokley/status/1106321681025503233
1554326248-787,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@MarieMyungOkLee,Marie Myung-Ok ëª…ì˜¥ Lee,"#CollegeAdmissionsScandal:
To all #FirstGen college students, Immigrants, and students that come from low income households. We belong. We made a way out of no way. Our strengths, family, and community helped us survive the surviving. Youâ€™re brilliant in all ways.pic.twitter.com/hP4FVobtzJ",0,20,59,1.55E+12,3/13/2019 6:37,/MarieMyungOkLee/status/1106275372180692999
1554326248-543,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@AsmKevinMcCarty,Asm. Kevin McCarty,This #collegeadmissionsscandal is just one tiny example of how being born rich means you donâ€™t have to follow the same rules as everyone else.,12,62,185,1.55E+12,3/13/2019 6:43,/AsmKevinMcCarty/status/1110714763934203904
1554326248-1017,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@RebeccaCokley,Rebecca Cokley,"THIS. ""While illegal schemes are maddening and inflammatory, it is the legal and systemic inequality in college admissions and success that ultimately deprives countless students of the chance to reach their potential.â€ù #highered #collegeadmissionsscandal https://twitter.com/EdLaborCmte/status/1105654596142284800Â â€_",3,45,90,1.55E+12,3/13/2019 6:48,/RebeccaCokley/status/1105607581102493696
1554326248-1056,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@TalbertSwan,Bishop Talbert Swan,"Shoutout to those â€œlesser thanâ€ù schools who take students whose parents didnâ€™t buy their way in. The publics, the privates, 2-year and 4-year. The technical schools and the liberal arts schools. Basically all the schools not involved in the #CollegeAdmissionsScam",7,72,567,1.55E+12,3/13/2019 6:52,/TalbertSwan/status/1105551599403978754
1554326248-839,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@fedupwarrior4q,âùŒ fedup4Q17,"The US presidency resembles the #AdmissionsScandal.

A well-qualified Black man ascends against the odds and wypipo said, â€œthey only voted for him because heâ€™s Black.â€ù

A less than mediocre white man whoâ€™s life was bought by his daddy gets there & wypipo say he earned it.",69,364,1.2K,1.55E+12,3/13/2019 7:10,/fedupwarrior4q/status/1105991558707511297
1554326248-624,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@PhilTing,Phil Ting,I hope that paying outlets hire disabled people of color to write about what this #CollegeAdmissionsScandal / #CollegeCheatingScandal means for disability accommodations.,1,120,256,1.55E+12,3/13/2019 7:13,/PhilTing/status/1111283326139011072
1554326248-830,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@jselingo,Jeff Selingo,"#BREAKING:Think about that folks--some promising kid from a poor family WAS DENIED a spot at @USC so this rich spoiled brat who ""DOESN'T CARE ABOUT SCHOOL"" could attend.SICK!!

#TheResistance #CollegeAdmissionsScandal #LoriLoughlin #CNN #MSNBC #Yahoo #WednesdayThoughts #FBRPartyhttps://twitter.com/Johnnys_Eye/status/1105531290500120576Â â€_",33,169,237,1.55E+12,3/13/2019 7:18,/jselingo/status/1106012391777714178
1554326248-1071,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@StyleWithKisa,Kisa Smithson Â _Ÿ‡__Ÿ‡_| Â _Ÿ‡°_Ÿ‡ª,A woman once came up to me at our local inn. She recognized me somehow. Her daughter was a freshman at a perfectly good school and wanted to transfer to an Ivy. â€œWill you write her college essay?â€ù the mom asked. â€œIâ€™ll pay you anything. Iâ€™ll fly you anywhere.â€ù #CollegeScandal,25,15,107,1.55E+12,3/13/2019 7:49,/StyleWithKisa/status/1105510424362041347
1554326248-530,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@bruceholsinger,Bruce Holsinger,"imagine how mediocre you have to be to have your parents fill out your college apps, bribe officials, photoshop records and photos, just to sit next to a first gen/underprivileged kid who made it without so much as getting help with their fafsa. #collegeadmissionsscandal",8,87,328,1.55E+12,3/13/2019 7:52,/bruceholsinger/status/1112676911099072513
1554326248-561,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@u_exams,uExamS,Kelley Williams-Bolar & Tanya McDowell enrolled their children into Public School Districts in which they did not reside. They were both jailed for these crimes. Should Felicity Huffman & Lori Loughlin be held to that same standard? #CollegeAdmissionsScandal  pic.twitter.com/fUl7WT2oaN,51,315,547,1.55E+12,3/13/2019 7:55,/u_exams/status/1110981569580285952
1554326248-1077,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@azarilaw,"Sara Azari, Esq.",I canâ€™t be live the sense of privilege and entitlement these #collegeadmissionscandal parents have shown. Why couldnâ€™t they just make a huge donation directly to the college to get their kids in like @jaredkushnerâ€™s parents did?,3,24,92,1.55E+12,3/13/2019 7:57,/azarilaw/status/1105502864099631105
1554326248-614,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@TheRealBudBundy,TheRealBudBundy,"15. The FBI has records of Singer talking to parents. One of his main tactics was to explain to the rich how common this practice was -- even as he encouraged them to keep it hush hush. 

Singer said he did this WITH NEARLY 800 FAMILIES. 

#CollegeCheatingScandal #collegescam",4,156,354,1.55E+12,3/13/2019 8:00,/TheRealBudBundy/status/1110732554594848770
1554326248-1062,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@waxinematers,octavius catto,#AdmissionsScam: Defendant Lori #Loughlin will appear today at 2:00 pm in federal court in #LosAngeles,12,29,31,1.55E+12,3/13/2019 8:16,/waxinematers/status/1105526389783048192
1554326248-855,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@tonetalks,Antonio Moore,"#CollegeAdmissionsScandal: Felicity Huffman released on $250K bond; fate of Lori Loughlin unclear

#CollegeCheatingScandalhttps://trib.al/UNLxG10",31,49,30,1.55E+12,3/13/2019 8:20,/tonetalks/status/1105958233137516549
1554326248-517,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@HigherEdSurge,EdSurge HigherEd,"And don't even get me started on the ""Land Grant"" colleges. Also, see Craig Wilder's work ""Ebony and Ivy"" among others for their complicity in the slave trade. #SettlerColonialismIsAStructureNotEvent #ThisAIntNew #CollegeCheatingScandal #collegeadmissionscandal #CollegeGate",4,16,82,1.55E+12,3/13/2019 8:21,/HigherEdSurge/status/1113016724113240064
1554326248-535,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@TylerM_88,Tyler MacDonald,"@USC #OliviaJade should be expelled, considering she knew well what her parents had done. She is at the same time making $$ on Instagram using her â€œstudent lifestyleâ€ù as part of her brand. She is a leech on the educational system. #collegeadmissionscandal https://twitter.com/timjacobwise/status/1105834018967298048Â â€_",8,29,100,1.55E+12,3/13/2019 8:24,/TylerM_88/status/1112158956925915136
1554326248-891,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@TheGrapevineTV,The Grapevine,"Jared Kushner got into Harvard the right way, after his parents donated $2.5 million, and Ivanka attended Georgetown on a Modeling Fellowship, where she studied Advanced Pouting, Scrunchie Theory, and Saying Hi To Trees To Prove I'm Approachable

#collegeadmissionsscandal",5,53,315,1.55E+12,3/13/2019 8:25,/TheGrapevineTV/status/1105861773041778688
1554326248-618,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20since%3A2018-10-01%20until%3A2019-04-03&src=typd&lang=en,@harpercreates,Steve Harper,Lori Loughlin and everyone in that adminissions scandal needs to serve A LOT of time in jail #AdmissionsScandal pic.twitter.com/QrtPABwN8o,2,28,108,1.55E+12,3/13/2019 8:28,/harpercreates/status/1110033573329993728
