ï»¿web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1554328476-3211,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@wordswithdes22,juris des,"It's been a hell of a journey, but I'm 35 days away from my last class ever. Black lawyer bae with the box braids because I'm authentically me. So grateful that I have my post-grad job lined up doing work I care about! #blacklawyers #jdloading #lawyerbae #georgetown #classof2019pic.twitter.com/2bw2FZuAxk",8,0,27,1.55E+12,3/21/2019 16:00,/wordswithdes22/status/1108866047019544581
1554328476-3189,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@jdkelleher,J D Kelleher Photography,"This morning's sunrise, from Seattle's Georgetown neighborhood. It's going to be a beautiful day!
.
.
.
.
#beautiful #spring #sunrise #georgetown #seattle #wa #washington #washingtonstate #pnw #upperleftusa #optoutside #cascadia #cascadiaexplored #cascade https://ift.tt/2FRTqb0Â pic.twitter.com/TOB8Ntk8y3",0,1,2,1.55E+12,4/2/2019 7:59,/jdkelleher/status/1113093716758204418
1554328476-3248,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ISAACforTexas,Fmr. Rep. Jason Isaac,"Enjoyed speaking with @Dateline_DC about the #GreenNewDeal. I did misspeak about Germanyâ€™s electric costs: theyâ€™ve only increased 50% since plans to go renewable, are 3 times the #US rates. Officials in #Georgetown TX didnâ€™t learn from that mistake. #LifePoweredhttps://twitter.com/Dateline_DC/status/1095550268014559232Â â€_",0,4,5,1.55E+12,2/13/2019 17:55,/ISAACforTexas/status/1095864175157481474
1554328476-3289,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@KXAN_News,KXAN News,FOUND: 86-year-old #Georgetown woman found safe https://www.kxan.com/news/local/williamson-county/williamson-county-sheriff-s-office-searching-for-86-year-old-woman/1682624332Â â€_,0,0,18,1.55E+12,1/1/2019 18:06,/KXAN_News/status/1080284216087232512
1554328476-3236,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@alton_benes,Alton Benes,Tobacco Barn #Georgetown #Kentucky by Linda Butler.pic.twitter.com/3YoCZ9nXdM,0,3,11,1.55E+12,2/24/2019 13:51,/alton_benes/status/1099788926003433472
1554328476-3292,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@gcAcroTumb,Georgetown Acro/Tumb,"Itâ€™s our time to shine! Excited to get back to campus, train hard, have fun & SHINE in 2019!#newyear #2019 #timetoshine #onthemove #georgetown #trainhard #havefun #acro #tumbling #tigerpridepic.twitter.com/k3o7Ji7rT6",0,0,8,1.55E+12,1/1/2019 15:21,/gcAcroTumb/status/1080242736685551617
1554328476-3183,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@tmj_scm_health,TMJ-SCM Health Jobs,"This job is now open at CVS Health in #Georgetown, SC. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Pharmacy Manager #Pharmacist",0,0,0,1.55E+12,4/2/2019 12:20,/tmj_scm_health/status/1113159247284514816
1554328476-3210,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@sidtaylor_26,Sid Taylor.,It's Friday and it's nearly #beeroclock #Georgetown #malaysia#Taylorstravels #skybarpic.twitter.com/1e16cmXpwf,3,2,17,1.55E+12,3/22/2019 1:01,/sidtaylor_26/status/1109002142688251904
1554328476-3220,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@barrytolli,barry tolli,"50 people have been arrested in a college admission scandal that allegedly involves #USC #yale #Stanford #Georgetown and others. Here is a segment from the latest @THEHermanCain show. If it's true, they need to be jailed. Everything should be a meritocracy, not about $ or name.pic.twitter.com/NS34ujWSc4",1,9,17,1.55E+12,3/14/2019 19:20,/barrytolli/status/1106379705056280578
1554328476-3207,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@PenguinSix,Andrew Leyden,Flowering #dogwoodtree on the campus of #Georgetown (I think thatâ€™s the tree). pic.twitter.com/DvhiSUgk8Y,0,2,7,1.55E+12,3/28/2019 12:18,/PenguinSix/status/1111346767268888577
1554328476-3295,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@PlugInToPresent,Plug In To The Present,"The future of driving is here. Itâ€™s not flying cars, but itâ€™s a pretty close second. #Plugintothepresent",133,129,623,1.55E+12,2/7/2019 9:04,/PlugInToPresent/status/1093555991269044224
1554328476-3251,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@kytastebuds,KyTasteBuds,Celebrating #nationalpizzaday like pros at My Old Ky Foam! @rollingoven pizza is the bomb! #pizza #pizzeria #pizzapie #georgetown #georgetownkypic.twitter.com/dQvdmDWNQM,11,5,50,1.55E+12,2/9/2019 8:59,/kytastebuds/status/1094279580741963776
1554328476-3185,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@HomeAndDesign,HOME&DESIGN Magazine,Interested in #Georgetown's history? Tour its oldest homes @ the 88th annual @GtownHouseTour April 27th â€“ The Georgetown House Tour is an historic event organized by St. John's Episcopal Church. It will feature 8-10 of Georgetown's most beautiful homes & their impressive gardens.pic.twitter.com/SQUVg7tsbH,0,1,4,1.55E+12,3/29/2019 8:36,/HomeAndDesign/status/1111653331255083008
1554328476-3227,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Jenn_Thompson,jennthompson2811,".@amzarhafizi's MEGAHIT MEMORY TOUR
#PENANG SATURDAY March16 0930pm HinBusDepot #GeorgeTown 
supporting acts #Asang #Kingston
#JOHOR SATURDAY March23, 2019 0930pm 11F #JB
supporting acts #Kingston @supershelhiel #HaziqHazepic.twitter.com/ostEOXpXMW",0,9,7,1.55E+12,3/10/2019 7:51,/Jenn_Thompson/status/1104756581470597121
1554328476-3230,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@GeraldJonesLAB,Gerald Jones MP Â _Ÿ‡¬_Ÿ‡§Â _Ÿè´ó Å§ó Å¢ó Å·ó Å¬ó Å_ó Å¿,Good session out on the #LabourDoorstep in #Georgetown this morning with @Dawn_Bowden Cllr Clive Jones and @MTR_LabourParty colleagues talking with local residents.pic.twitter.com/AzU0YjnuVd,1,5,11,1.55E+12,3/2/2019 5:08,/GeraldJonesLAB/status/1101831673858215936
1554328476-3309,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@SadewaReza,Reza Sadewa,"#morningview #georgetown #happynewyear2019 @ George Town, Malaysia https://www.instagram.com/p/BsEjztzgF_V8RqnnM0rVdma3tyDZVvNe_V8CEs0/?utm_source=ig_twitter_share&igshid=1r1youln3a0qÂ â€_",0,0,1,1.55E+12,12/31/2018 16:07,/SadewaReza/status/1079891839476326402
1554328476-3205,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@IFP_11,theIFP.ca,"Lambertsâ€™ light display raises over $7K for Georgetown hospital: https://bit.ly/2HNziZWÂ 
#georgetown #haltonhills @GHospFoundationpic.twitter.com/w1AF4Zdrf5",0,1,5,1.55E+12,3/29/2019 14:12,/IFP_11/status/1111737995214901248
1554328476-3279,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@RecruitLouisian,Recruit Louisiana,"2019 QB 6'1"" 190 Martin Butcher @martinbutcher12  Newman High School has received an offer from #Georgetown #GoHoyas
Hudl: https://www.hudl.com/profile/5296165/Martin-Butcher/videosÂ â€_https://twitter.com/martinbutcher12/status/1080878109677752323Â â€_",0,3,3,1.55E+12,1/3/2019 11:46,/RecruitLouisian/status/1080913328581545984
1554328476-3172,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@MissJuliaDeans,Julia Deans,"Locations: St Tropez, London, Dubai, Miami, NYC, Paris Barcelona, Beirut & Cape Town. #Georgetown  ...  more unique experiences:",0,0,0,1.55E+12,4/1/2019 20:02,/MissJuliaDeans/status/1112913172619460608
1554328476-3225,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Ltpietrzak,Lukas Pietrzak,So...guess Hoos going to be a Hoya next year! #Georgetown #MPPpic.twitter.com/7guog3GqEc â€“ at Georgetown University,3,4,148,1.55E+12,3/11/2019 14:52,/Ltpietrzak/status/1105224930810122246
1554328476-3250,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@wanderlustmag,Wanderlust magazine,"Just some friendly manatees being fed, thatâ€™s all... Sunday morning in National Park, #Georgetown, #Guyana #DiscoverGuyana #manatees #wanderlustoutofoffice #wanderlustonassignment #CoxandKingsUK @discoverguyana @coxandkingsUK @Wanderlust_Lyn @WildCoastGuyana @We_Are_Lotuspic.twitter.com/GK7xA6wAwO",1,11,22,1.55E+12,2/10/2019 9:13,/wanderlustmag/status/1094645424131055616
1554328476-3259,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@FanstandATX,FanstandATX,"#Georgetown Eagles Hoops Mixtape [2.1.19] featuring Jonny Neitsch ('19), Spencer Coats ('20), Hunter Krivokucha ('19), Kade Locklin ('21) & more @GTEaglesBBall #TXHSHOOPShttp://www.fanstandatx.com/2019/02/georgetown-eagles-hoops-mixtape-district-18-5a-vs-hutto-2-1-fanstand-19/Â â€_",0,5,13,1.55E+12,2/3/2019 9:44,/FanstandATX/status/1092116676789919745
1554328476-3215,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@FanstandATX,FanstandATX,"Birthday S/O #Georgetown ATH Garrett Manns ('19) #19, Regional Finals ('18), Fanstand Fam pic.twitter.com/UemTUtUrmw",0,5,9,1.55E+12,3/19/2019 6:44,/FanstandATX/status/1108001298585174018
1554328476-3217,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@jsadiq,Jahabar Sadiq,"Fly. Sail. Travel. See the world.
#penang #georgetown #sunrise #olympus #em1x #m43pic.twitter.com/DCvB54P4Hz",1,2,15,1.55E+12,3/17/2019 18:11,/jsadiq/status/1107449494264668160
1554328476-3308,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Over9x6,Who is John Galt?,"At a bar in Georgetown, and itâ€™s starting to become stuffy. My driver I hired for the evening should be here to whisk me away soon to dinner. #washingtondc #georgetown",0,0,4,1.55E+12,12/31/2018 17:06,/Over9x6/status/1079906620157685760
1554328476-3302,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@TonyaBisante,Tonya Bisante,"Happy New Year from the Paula Mitchell Group! We hope everyone has a healthy and prosperous year ahead.
#PMGCare #royallepage #paulamitchellgroup #home #house #decor #design #homesforsale #Brampton #Georgetown #Caledon #realtor #realestate #newyear #2019pic.twitter.com/Hp2UrGJBIl",0,0,2,1.55E+12,1/1/2019 4:45,/TonyaBisante/status/1080082488817602561
1554328476-3288,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@DrAudreyT,Dr Audrey Tang,Getting acrobatic at the #upsidedownmuseum #Georgetown. #illusion #tourism #unusualthingstodo @TourismMalaysia @DaveJSandersonpic.twitter.com/eR23Rs7G4v,1,0,5,1.55E+12,1/2/2019 0:44,/DrAudreyT/status/1080384307993169920
1554328476-3278,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@FanstandATX,FanstandATX,"Birthday S/O #Georgetown DB/P Elijah Clough ('19) #16, Area Finals ('17), State 7v7/Regional 5A Semfinals ('18), All District 11-5A selection, Fanstand Fam pic.twitter.com/3zz6KBUG2x",0,3,10,1.55E+12,1/3/2019 15:50,/FanstandATX/status/1080974674446766081
1554328476-3305,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@1lapofthetrack,Wondering About,"Lunchtime. We love the Far East and a cold beer in the searing midday heat on 1 Jan is as good a reason as any. .
#fareast #beer #sunshine #coldbeer #malaysia #penang #georgetown #heat #newyearsday #travel #wonderingabout http://bit.ly/2VlrgLqÂ pic.twitter.com/PAgHkN2iHd",1,0,1,1.55E+12,12/31/2018 23:13,/1lapofthetrack/status/1079999097443102725
1554328476-3184,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@florenceisbae,Ø§Ø±Ù…,Street art #georgetown #Malaysiapic.twitter.com/gwTz261vcM,1,3,8,1.55E+12,3/31/2019 11:26,/florenceisbae/status/1112420911800557570
1554328476-3242,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ABC7Sports,ABC 7 Sports,#Georgetown upsets No. 17 #Villanova to give Patrick Ewing his first win over a ranked team #Hoyas https://wjla.com/sports/college-basketball/georgetown-upsets-no-17-villanova-patrick-ewing-first-win-ranked-teamÂ â€_pic.twitter.com/6CIKvM65Jd,0,4,12,1.55E+12,2/20/2019 20:15,/ABC7Sports/status/1098435903171616769
1554328476-3176,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@tmj_KYL_retail,TMJ-KYL Retail Jobs,"Nervous to apply for a job like ""Seasonal Sales Associate"" at Leslieâ€™s? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Retail #Georgetown, KY",0,0,0,1.55E+12,4/2/2019 15:01,/tmj_KYL_retail/status/1113199874126651392
1554328476-3303,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@meetupcafebar,Meet Up Cafe & Bar,"Wishing all our friends Happy New Year. We are very excited to welcome year 2019. Thank you for all your support to us thus far, truly appreciated from Meet Up Cafe & Bar #coffee #cafe #bar #georgetown #penang #malaysia #newyear #happynewyear #meetupcafebarpic.twitter.com/MjLRp1eVtV",0,0,1,1.55E+12,1/1/2019 1:19,/meetupcafebar/status/1080030767676190721
1554328476-3301,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@afraleyrealtor,Amy Fraley,"I miss driving in to #Georgetown (Washington DC). Just look at this flower shop?! Myrtle Beach seriously needs to step up their downtown game :@awalkinthewild
.
.
.
#wehaveadifferentgeorgetownhere #georgetowndc #greenworksflorist #flowershop #downtoâ€_ http://bit.ly/2QZk2OoÂ pic.twitter.com/LowLL6tuBp",0,0,0,1.55E+12,1/1/2019 6:39,/afraleyrealtor/status/1080111374683045888
1554328476-3180,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@florenceisbae,Ø§Ø±Ù…,Cats of Penang #georgetown #Malaysiapic.twitter.com/guY9epBitk,0,2,6,1.55E+12,3/31/2019 11:23,/florenceisbae/status/1112420198710214656
1554328476-3272,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@GeorgetownHoops,Georgetown Hoops,"G A M E D A Y
#Georgetown X St. Johnâ€™s
: 1 p.m.
: CBS
: WOL 1450 AM
#hoyasaxa #golegend #bigeasthoopspic.twitter.com/1BRhAQgcui",3,21,84,1.55E+12,1/5/2019 8:06,/GeorgetownHoops/status/1081582761113198593
1554328476-3198,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@LisaLeslieW,"Lisa Leslie-Williams, PharmD.",Weekends are so sweet. (Pictured: peanut butter fudge GF cupcake) #georgetown #sweettreatpic.twitter.com/fGatQWoCA5,0,0,0,1.55E+12,3/31/2019 13:14,/LisaLeslieW/status/1112448088113848320
1554328476-3280,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@BoundaryStones,Boundary Stones,"We'll take ""Grassroots Politics"" for $200, Alex...

In 1964, this #DC activist drove around the city with a cage full of rats and threatened to release them in #Georgetown unless the @CouncilofDC addressed the vermin problem in NE and SE. #DCHistoryhttps://blogs.weta.org/boundarystones/2015/07/16/julius-hobson-gets-out-rat-raceÂ â€_",0,4,2,1.55E+12,1/3/2019 10:33,/BoundaryStones/status/1080894813933690880
1554328476-3197,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@noblebat,Carrie Anne Noble,Popped into Amazon Books in DC Saturday & signed some mermaids! Such fun! @amazonbooks #georgetown #books #WashingtonDC #Mermaid #themermaidssister #writerslifepic.twitter.com/1KPofRzdUZ,1,0,2,1.55E+12,4/1/2019 8:30,/noblebat/status/1112739067056275457
1554328476-3266,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@DaveHagerman,David Hagerman Photo,Breakfast prep. Always good to start the day with a blast of these pickled in vinegar. #georgetown #streetfood http://bit.ly/2WkU2MCÂ pic.twitter.com/5710R4Awtu,2,4,10,1.55E+12,1/27/2019 2:09,/DaveHagerman/status/1089465461329354752
1554328476-3261,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@JvittalTV,Jeevan Vittal,Someone is making a lot of friends at the @Apple store in #Georgetown. #puppygeniuspic.twitter.com/0plHaV0INB,3,0,19,1.55E+12,2/2/2019 11:44,/JvittalTV/status/1091784384942878723
1554328476-3178,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@MarriottIntl,Marriott International,"While the cherry blossoms in Washington, D.C. are in bloom, The @StRegisDC, @RitzCarlton #Georgetown, and @MHMarquisWDC have special cherry blossom offerings. http://bit.ly/2FOfbZk",1,1,11,1.55E+12,4/1/2019 8:00,/MarriottIntl/status/1112731344776384512
1554328476-3262,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@TheJTCC,JTCC,Checkout @TerpTennis play @hoyatennis at 3PM today at @TheJTCC ! Canâ€™t make it to the match? Livestream it on @PlaySight so you donâ€™t miss a play: https://web.playsight.com/facility/jtcc/homeÂ â€_ #terpstennis #hoyatennis #universityofmaryland #umd #georgetown #ncaatennis #playsightpic.twitter.com/Jj5pFXA0L1,0,3,11,1.55E+12,1/31/2019 11:52,/TheJTCC/status/1091061684138135552
1554328476-3201,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@TheWardsofDC,Roy J. Ward,Great day in #Georgetown for #DC Little League opening day.  Go #Unions Thanks to the @Nationals for their support and cool uniforms.pic.twitter.com/QFDHgpKUo6,0,0,16,1.55E+12,3/30/2019 14:38,/TheWardsofDC/status/1112106800625733633
1554328476-3245,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@LouatTheState,Lou Bezjak,#Georgetown signee @malcwil33 on the putback @RidgeViewHoops leads 50-33 3:55 left in 3rd #thestatepic.twitter.com/2kHXg7XQ4h,0,6,16,1.55E+12,2/19/2019 16:53,/LouatTheState/status/1098022787451625472
1554328476-3243,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@hikikomoriii_,val,"I'm angry and disappointed. #Georgetown responded a few days ago in defense of their decision. â€œUniversity officials maintain that the benefits from the project would outweigh the deforestation in terms of greenhouse gas emissions.â€ù
https://www.thehoya.com/students-push-administrators-details-solar-panel-initiative/Â â€_",4,27,49,1.55E+12,2/20/2019 9:19,/hikikomoriii_/status/1098270916851716096
1554328476-3275,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ColonialParking,Colonial Parking,It's the final weekend of #GeorgetownGlow! Don't miss tons of outdoor art-installations throughout #Georgetown. Reserve your #DCparking here http://ow.ly/sqCR30nbgZMÂ pic.twitter.com/Dr0wv1S6RQ,0,2,3,1.55E+12,1/4/2019 10:05,/ColonialParking/status/1081250180383555584
1554328476-3285,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@willrdupree,Will DuPree,"The message is simple: turn around, donâ€™t drown. 

Road crews from @wilcogov just closed this low-water crossing across the San Gabriel River on CR 100, east of #Georgetown. 

Take these warnings very seriously! 

@KXAN_Newspic.twitter.com/qtpBCGxW63",1,4,12,1.55E+12,1/2/2019 10:05,/willrdupree/status/1080525387287982080
1554328476-3246,https://twitter.com/search?l=&q=%23georgetown%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Andrew__Slater,Andrew Slater,#Georgetown was in tonight and the latest to offer PG RJ Davisâ€™20 @ariidavis_ of @step_basketball & @NYRhoops #Hoyaspic.twitter.com/xRCeSF6Z9h,1,13,31,1.55E+12,2/15/2019 18:49,/Andrew__Slater/status/1096602540127457285
