content,replies,retweets,favorites,published_date
last podcast for 2018 is #LBJ the goat? How does #RussellWestbrook come back from last nights loss? #UCLA https://twitter.com/lockedonthunder/status/1079862502060630017åÊ‰Û_,0,1,0,12/31/2018 16:14
#UCLA adds another commitment to its 2019 PWO class in Canyon Country (Calif.) Santa Clarita Christian QB Blake Kirshner. https://twitter.com/BlakeKirshner/status/1112913336818003971åÊ‰Û_,0,0,8,4/1/2019 23:13
"In 2018, there were 374 alcohol-related crashes with teen drivers in Virginia.  Be safe on the road this prom season. Keep the party alcohol-free. #MyVibeVA #ArriveAlive #AlcoholAwarenessMonthpic.twitter.com/7BwhyLQiik",1,5,12,3/30/2019 16:05
#Onlinetutoring for high school students provides them a convenient way to get help without leaving their home.  We thank Lisa and her family for giving us a thoughtful review. We are happy that we were part of the process in helping her get accepted into #UCLA! GO BRUINS. pic.twitter.com/I402411TO4,0,0,0,4/2/2019 12:01
#UCLA offered $48 million over 6 years. But keep going with the narrative that there's no money to give a top flight coach.,2,2,16,4/1/2019 12:06
"With all the coaching scrutiny #UCLA basketball and #USC football has been under the last couple decades, you mean to tell me that they couldn‰Ûªt find a qualified black coach or even interview? What‰Ûªs really going on",1,0,1,4/2/2019 11:51
College Basketball‰Ûªs 2019 Coaching Carousel #UCLA  https://fanly.link/353db6bb53åÊpic.twitter.com/QJJUjDiekq,0,0,0,3/29/2019 14:32
"So Calipari has declined, Thad Matta has withdrawn his name, Tony Bennett will do the same soon.

#UCLA search continues...",0,0,1,4/1/2019 12:08
Former Oregon defensive coordinator Jim Leavitt is at #UCLA‰Ûªs practice Tuesday.  Chip Kelly is spending a good amount of time talking to him.,3,14,82,4/2/2019 9:21
"Look at @newengcollege cost after aid, admission rate and graduation rate and compare it to @ucla the school the white families targeted in #CollegeAdmissionScandal The point is I believe blacks have slipped so far they are willing to sell this like he got into #UCLA or @Yalepic.twitter.com/VNL0mmmKXO",4,31,101,3/17/2019 0:52
"Getting a true blue blood like UK to (over-)commit - and veryfast - *CLEARLY* shows the potential of #UCLA

This was a big flex and was undoubtedly noticed across coaching + recruit land.",1,0,2,4/1/2019 16:01
From the bottom of my heart I wanted to say a thank you to all who make the #PuntFactory what it is. I began coaching in 2004 as student staff with @chrissailerkicking before I first went to #UCLA !! It‰Ûªs been a crazy journey and an amazing experience. We are full steam ahead... pic.twitter.com/RjXs9nm9cc,1,2,27,3/29/2019 9:17
"Punahou School three-star Sitiveni Kaufusi, the nation's No. 1-rated fullback in the 2019 class, recaps #UCLA official visit and next steps in recruitment: https://247sports.com/Article/College-Football-Recruiting-Sitiveni-Kaufusi-recaps-UCLA-official-visit-129086418åÊ‰Û_pic.twitter.com/yQNnjaY39E",0,9,39,2/13/2019 19:02
"Matt McLain Home Run...
#UCLA pic.twitter.com/qMC5eGM85h",0,10,82,1/29/2019 15:40
The #UCLA Basketball head coaching job is still one of the best in the nation https://gojoebruin.com/2019/01/02/ucla-basketball-head-coaching-job-still-one-theist-nation/åÊ‰Û_,1,4,10,1/2/2019 11:48
"247Sports recently bumped four-star offensive tackle Roger Rosengarten into the Top100 overall in 2020. Now it's time for him to take some visits. He has eight on deck including one to #NotreDame.

Update: https://247sports.com/college/notre-dame/Article/Top100-offensive-tackle-Roger-Rosengarten-sets-spring-visits-to-Notre-Dame-Ohio-State-Oregon-others-129698734/åÊ‰Û_ #UO #OU #UCLA #OSU #UM #IOWA #OK #NEB

@247Sportspic.twitter.com/Yb1GWKZdV7",3,14,59,3/4/2019 5:16
"2020 OT, Noah Nelson out of Williams Field HS (AZ) plans on visiting the #Sooners on March 12th-14th 

Offers from #OU #UCLA #Michigan & a number of others.

6‰Ûª7 & a lean 295 lbs. Also, off the field, one of the most considerate young men you‰Ûªll meet. On the field...not so much!pic.twitter.com/z6QRWbJxjs",1,14,83,3/8/2019 9:11
"#UCLA DE transfer Jaelan Phillips, the nation‰Ûªs No. 1 recruit two years ago, is expected to take an official visit to #Miami this weekend, per source.",41,366,1.5K,1/22/2019 8:05
Accepted to #UCLA!  So proud of our students! #CONGRATS pic.twitter.com/1e8LJjvoSS,0,0,0,3/27/2019 14:41
LAhacks19 #lahacks #lahacks19 #ucla @piavpn opening remarks! https://ift.tt/2Fz0J5WåÊpic.twitter.com/0dRyJfYsR2,0,0,1,3/31/2019 9:16
"1. No he didn't. He made two, and both seasons were complete and utter disappointments. Go back and look at them.

2. He failed as head coach of #UCLA in nearly every aspect of the job. https://twitter.com/abc7curt/status/1080713351506743303åÊ‰Û_",2,1,17,1/3/2019 0:34
"Jaylen Hands #UCLA with 29pts, 4ast, 3rebs and only 1 TO @JHANDS08 pic.twitter.com/1IxUEbMG1w",0,14,60,2/17/2019 8:06
Thursday! It‰Ûªs here! Madness! Fav time of year! NCAA Tournaments! #UCLA #Family #1991-2003 Twelve years of treasured memories! #1995NationalChamps #32-1 #Seniors #O‰ÛªBannon #Edney #Zidek #Westwood #Bruins #Pac10 #Pac12 #Grateful @marchmadness @UCLAMBB @UCLAAthletics @pac12 pic.twitter.com/2swFATd0vg,16,17,110,3/21/2019 7:13
"#USC baseball upsets No. 1 #UCLA in series opener. 

Teams play at Dedeaux Field tmrw at 4 pm. https://twitter.com/ShotgunSprD1/status/1111853218357637120åÊ‰Û_",7,30,229,3/29/2019 21:51
Turned down the #UCLA coaching position.,0,0,0,4/1/2019 16:36
"FAQ on UCLA admissions and the U.S. Department of Justice complaint -- https://buff.ly/2Tyoa4EåÊ 
---
#admissionsscam #doj #ucla pic.twitter.com/Xy98MFyu8R",0,1,1,3/26/2019 12:18
The Pittsburgh Steelers are hiring former #UCLA O-line coach Adrian Klemm as their new assistant offensive line coach.,4,23,57,2/5/2019 13:19
#Stanford RB commit Austin Jones with the TD run at @19AllAmerican practice. Great block by #UCLA commit Sean Rhyan: https://247sports.com/player/austin-jones-46040550/åÊ‰Û_pic.twitter.com/d3apsGvXF6,3,21,89,1/1/2019 13:00
#Nebraska #UCLA will host an East Coast WR the next two weekends @247fbrecruiting @BruinReport @BrandonHuffman @GregBiggins @mikejschaeferhttps://247sports.com/Article/Charles-Njoku-UCLA-Nebraska-Missouri-official-visit-127588984/åÊ‰Û_,0,7,39,1/9/2019 11:25
"#Bernie's joining UC employees on the picket line today at #UCLA and will speak at their rally at noon!

#UnionStrong
#Bernie2020
#NotMeUSpic.twitter.com/5CzQwQOGuO",0,31,49,3/20/2019 8:28
"6-7 Jules Bernard #UCLA with Career High 19pts on 6-7 shooting last night
@jules__bernard pic.twitter.com/R23TvTZVnd",2,21,55,2/17/2019 7:54
Honolulu St. Louis four-star receiver and Polynesian Bowl all-star Matt Sykes visits #UCLA https://247sports.com/player/matt-sykes-46047043/åÊ‰Û_ @BruinReporthttps://twitter.com/MattSykes17/status/1112866679346749442åÊ‰Û_,0,3,16,4/1/2019 17:00
2020 Provo (Utah) Timpview defensive tackle Waisale Muavesi took an unofficial visit to #UCLA today. https://twitter.com/wmuavesi_104/status/1113206237049446400åÊ‰Û_,0,2,11,4/2/2019 15:32
"Makes some room for Zilas Johnson #11!! Ball is Life!! Taking sponsorship offers now. You won‰Ûªt regret investing in my future  #tmobile #nike #ellendegeneres
.
.
.
#BigShots #FutureComputerEngineer #Duke #UNC #KentuckyUniversity #KansasUniversity #MurrayState #UCLA #ShareMyPost pic.twitter.com/zR8zXPJ41K",0,0,1,3/26/2019 20:22
Chase Griffin is throwing at today‰Ûªs #UCLA #Bruins practice.,0,1,10,4/2/2019 8:39
UCLA has been one of my dream schools for years! Thank you @UCLA @UCLAAdmission for this amazing opportunity#ucla #UCLAbound #ucla2023pic.twitter.com/PnOjPPxtHR,10,12,180,3/22/2019 20:16
Pac-12 Champs. So proud of these ladies. #ucla #uclagymnastics #gobruins @uclagymnastics @UCLAAthleticspic.twitter.com/xFKAH4z977,10,41,649,3/23/2019 20:14
"#BoomBaby @lbsumvb sweeps #UCLA once again in Pauley Pavilion! pic.twitter.com/3s8YeVtfDt ‰ÛÒ at California State University, Long Beach (CSULB)",1,6,47,1/19/2019 20:41
"One thing this coaching search will once again prove is that @UCLAAthletics continues to be run with all the vision, imagination and intelligence of your local DMV office...

#UCLA #8Clap @JoshRebholz",0,0,1,4/2/2019 12:42
"#UCLA must exponentially increase resources available to help students struggling with food insecurity. We must also have a serious broad conversation about how we spend resources at this public school. Admin shouldn't make record high $400,000+ salaries as students go hungry! https://twitter.com/dailybruin/status/1112893366616776704åÊ‰Û_",0,0,0,4/1/2019 18:51
".@uclaanderson promotes Larry Fink, CEO of @blackrock. BlackRock is invested in all five of the largest US weapons companies, operates a private prison in Northern Mexico, & plays a huge role in the deforestation of the Amazon. Shame on #UCLA! Fink is a disgusting war profiteer. pic.twitter.com/IW4dazZjEH",2,43,41,4/2/2019 10:36
I‰Ûªm hearing from some inside sources that John Calipari and UCLA have mutual interest. UCLA waited respectfully until after Calipari‰Ûªs season was over before reaching out. Look for Cal to be on UCLA‰Ûªs campus in the very near future. #BBN #UCLA,5,3,18,4/1/2019 9:10
"Thanks for buying your unqualified kid into @USCAdmission when my kid and other kids even more qualified, who got into #ucla, Calberkeley, Claremont Colleges, Ivy League, were rejected so your entitled kid could go. Shame on @usc too!!",9,12,166,3/12/2019 8:48
#UCLA came to NJ to land big-bodied WR @Charles_Njoku3 & and he spoke about his decision (FREE) @247fbrecruiting @GregBiggins @BrandonHuffman @BruinReport @bangulo @David_Njoku80https://247sports.com/college/ucla/Article/Charles-Njoku-UCLA-Bruins-commitment-college-football-recruiting-128304768/åÊ‰Û_,0,13,41,1/25/2019 16:08
It seems 2/3 of #UCLA‰Ûªs signees are still set on playing in Westwood next season... https://twitter.com/GoJoeBruinUCLA/status/1080192387622813697åÊ‰Û_,3,4,17,1/1/2019 12:04
4-star WR Charles Njoku set to announce his decision tomorrow night.  Visited #Huskers two weeks ago and #UCLA last weekend. https://twitter.com/Charles_Njoku3/status/1088521005528739841åÊ‰Û_,4,6,221,1/24/2019 11:45
"Per high level sources, Calapari is meeting with UCLA admins to work out a deal to make him the head basketball coach. UK gave them permission to do so #Kentucky #UCLA",0,0,2,4/1/2019 12:23
"Jaylen Hands #UCLA drops 16pts, 7ast and 6rebs
Jalen Hill with the Double Double 10pts and 10rebs in the Road Win at Oregon @JHANDS08 @KingJ_Hill pic.twitter.com/8OWzIlIM8T",0,15,73,1/10/2019 21:02
"Special THANK YOU to the @UCLAFootball for a tremendous visit. One quote sums up today..MY CITY, MY SON....MY GOD it was #BEAUTIFUL #UCLA #8clap #gobruins  #4sUPpic.twitter.com/ifRBTUxLGq",5,15,98,3/16/2019 18:07
"Come hear me talk about Explosive Urbanization on the Tibetan Plateau as part of a panel featuring Jarmila Ptackova and @AndrewM_Fischer at #UCLA next Monday, April 1st. 2-4pm in YRL pic.twitter.com/x9DvfDLODC",1,11,21,3/26/2019 9:11
Democratic presidential candidates to address LGBT issues at #UCLA forum http://thr.cm/nvNj82åÊpic.twitter.com/UpqjfgLAD6,4,29,91,3/18/2019 21:01
#UCLA TE transfer Matt Alaimo recaps Friday's #Rutgers visit: 'I like how it's closer to home' #RFootball #B1G #NJFootball @HSSportsNJhttps://www.nj.com/expo/sports/g66l-2019/01/d9dc35ddb74621/ucla-te-transfer-matt-alaimo-r.htmlåÊ‰Û_,3,19,114,1/11/2019 14:45
"I got accepted into a really cool medical program, tht would kickstart my career in being a surgeon. It‰Ûªs at #UCLA where I plan to go in 2020. However I sadly can‰Ûªt afford it. I created a go fund me because it‰Ûªs my dream program at my dream school.plz rt 
https://www.gofundme.com/6vh7vfk?pc=ot_co_dashboard_a&rcid=d463139ef4404720b8c0ee8f6e848654åÊ‰Û_",4,30,30,2/12/2019 17:39
Jaime Dixon or Cronin haven‰Ûªt  done shit other than over achieve every 3-5 years and people think their the best thing since sliced bread #UCLA should be better than this.,0,0,0,4/2/2019 11:52
Emilo Morales and Lucas Gordon are big time talents and great kids #UCLA #USC fun seeing them compete this spring  @USABaseball @TheBorasClassicpic.twitter.com/GubzIRHnNO,0,1,6,3/27/2019 7:01
Did you catch @OfficialMissVal and @Katelyn_Ohashi on Good Day LA last week? watch the interview here. https://youtu.be/hM3YXg1T4EMåÊ via @YouTube #gooddayla #missval #katelynohashi #ucla,1,6,56,2/18/2019 14:19
"This aged well, @ #UCLA pic.twitter.com/sYztLibQx2",0,0,1,3/30/2019 4:23
The most epic cookies of all time are here. Click to watch the full video. #GameOfCookies #ForTheThrone,28,152,657,4/2/2019 7:27
It‰Ûªs official!! Could not be more proud of this girl!!! #UCLA #2023 pic.twitter.com/R2mzrMeJNV,2,0,9,3/28/2019 19:42
"Johnny, I happy knew ya
#UCLA 2019  pic.twitter.com/YSfNfNp40V",1,3,42,1/1/2019 3:18
#UCLAAlumni Associate Vice Chancellor @juliesina taking part in an #AlumniRelations fireside chat at today‰Ûªs #GLSLA2019 at #UCLA. pic.twitter.com/VEYG5PP2G6 ‰ÛÒ at Robin & Albert Carnesale Commons,0,2,7,4/2/2019 10:41
"Today at the University of California in Los Angeles supporting their union with our leader @SenSanders 
I am a 48 year old woman of color and I support @BernieSanders @Silvers4Sanders #UCLA #WOMENforBernie #UnionStrong #LivableWagespic.twitter.com/tXo4f9WFgR ‰ÛÒ at UCLA Medical Center",6,37,130,3/20/2019 14:15
"The feeling I get from the #UCLA basketball fan base about the coaching search is similar to the end of the 1998 football season, which ended with an underwhelming invite to the 1999 Rose Bowl.

Even if UCLA gets a good coach, folks out there will still be dissatisfied.",6,1,12,4/1/2019 18:14
"Anyone who says #UCLA is a bad/tough job clearly has never had a bad/tough job before. History , Location , Winnable League , Expectations (Better then having none) oh & by the way, it‰Ûªs a pretty valuable degree  #smh",1,1,24,12/31/2018 20:16
"John Calipari has an intriguing decision to make 
 
#UCLA #Kentuckypic.twitter.com/qRSTltvbCr",0,0,3,4/1/2019 12:43
"Does UCLA have negotiation classes? They just offered Calipari less than what he makes at Kentucky. When UCLA wants someone, they go all out. #johncalipari #kentucky #ucla",1,0,1,4/1/2019 12:23
It brought a smile to our face to see #UCLA legend & Ret. #LAPD Captain Anita Ortega officiating at the #NCAA Women‰Ûªs Basketball tournament.  Now listen to her inspiring words at the NASO summit. @LAPDHQ @ncaawbb  Listen: https://www.referee.com/voices/portfolio/anita-ortega/åÊ‰Û_pic.twitter.com/Ua1RWBm8sc,0,2,13,4/1/2019 18:21
"Honolulu (Haw.) Punahou 3-star OT @SolatoaMoeai enjoying the recruiting process, is in no rush to make a decision, updates his recruitment with recent PAC-12 offers from #UCLA and #WashingtonState, talks relationship with #OregonState coaches

(via: @BeaverBlitz)pic.twitter.com/Q4uEFXWDKr",0,12,32,3/25/2019 17:36
"Final: @USC_Baseball upsets to-ranked #UCLA, 7-2, behind a 125-pitch effort from Connor Lunn.

Lunn: 8.2 IP, 7 H, 2 ER, 4 BB, 8 K.
Chase Bushor: 2-4, 2B, 3 RBI
Matthew Acosta: 2-5, 2 R, HR, 2 RBI.",0,6,31,3/29/2019 21:50
"Five Star 2020 WR Johnny Wilson @jjohnnywilson has #Oregon in his top 5, posted on his Instagram. The other schools he has are #UCLA #Texas #Ohiostate #Washington",3,15,173,1/27/2019 15:33
"RSVP: http://bit.ly/IntroToJavaScript040219åÊ‰Û_
MEETUP TONIGHT : Intro to JavaScript - Functions and Objects
#webdevelopment #webdeveloper #coding #coder #coderlife #codergirl #computerscience #codeismylife #developer #ucla  #csun #csuf #csulb #calstatelb #calpolypomona #tuesday #javascriptla pic.twitter.com/AVGotTxfKX",0,0,1,4/2/2019 11:00
"I also wish they played for him 

#UCLA #VaTech",0,0,1,4/2/2019 12:53
my two proudest moments years of working hard pays off!! Latinas in higher education! #UCLA #UCBpic.twitter.com/rvlP7EMeB4,2,23,162,3/28/2019 16:04
#OU is hiring #UCLA STC Roy Manning as Cornerbacks coach. Manning coached under new DC Alex Grinch at #WAZZU.,1,33,127,1/15/2019 14:47
2023 Brittany Hill Point Guard Jada Williams took an unofficial visit this weekend to #UCLA!  pic.twitter.com/eYZCjtS2Io,1,10,149,1/13/2019 11:37
SOURCE: Derek Sage is being promoted to special teams coordinator at #UCLA. He will still coach tight ends there.,0,19,74,1/23/2019 11:57
"For #NationalEngineersWeek, we join our fellow @UofCalifornia campuses in profiling our incredible engineers: https://ucal.us/ucengineeråÊ

Collectively, they define what it means to be a #UCEngineer. 

#Eweek2019 #EngineersWeek #EngineerChange #UCLA pic.twitter.com/mPKQUlm5SH",1,9,20,2/19/2019 9:30
BREAKING: Kentucky Reportedly Offers John Calipari Lifetime Contract in Response to UCLA Interest http://a.msn.com/02/en-us/BBVv9Bo?ocid=ståÊ‰Û_ #Kentucky #CoachCal #UCLA,0,0,2,4/1/2019 14:12
Why would UCLA even attempt to snag Coach Cal if he‰Ûªs said multiple times he wants to retire at UK??? #ucla #KentuckyWildcats,0,0,0,4/1/2019 13:59
#CollegeFootball #UCLA Bruins CFB Sports pic.twitter.com/GDmvZdt1yG,0,0,0,3/24/2019 17:30
"#MedicareForAll! The ‰ÛÏfree market‰Û is no longer ‰Û÷free‰Ûª. #Oligarchy creates a new class of elite wealth with unprecedented power and inequality. The capability to create monopolies, own public policy, candidates, and elections. #EndWealthcare #LifeSciences #Insurance #UCLA pic.twitter.com/cFQFIsdf4N",1,1,5,3/27/2019 11:30
PAC 12 is taking over baseball this year! #UCLA #ArizonaState #OregonState #Stanford,0,0,0,4/1/2019 11:43
#USC impresses Top 2021 ATH Emeka Egbuka (@emeka_egbuka) - He also visited #UCLA and has Three Huge visits set for March  https://trojaninsider.com/s/1159/usc-impresses-top-2021-ath-emeka-egbukaåÊ‰Û_ via @USCScoop (FREE) #FightOn #4sUp #GoIrish #GoBlue #Buckeyes,5,9,68,2/16/2019 18:04
"Today in 1975 the #UCLA Bruins basketball team won its 10th NCAA championship title under coach #JohnWooden. Following the game, in which UCLA defeated the U. of Kentucky, Wooden-considered one of the greatest coaches in the history of college basketball-announced his retirement.pic.twitter.com/bMmQllQMUa",1,1,5,3/31/2019 12:30
#USC & #UCLA playing catch up with @bonnefootball 4-Star SDE Jordan Banks - What can #FightOn & #4sUP do to keep him home? Talks Spring school visit plans + more https://trojaninsider.com/s/1152/usc-ucla-playing-catch-up-with-4-star-banksåÊ‰Û_ via @USCScoop (FREE) #RollTide,3,10,29,2/14/2019 10:44
"Okay y‰Ûªall, we ACTUALLY pulled off a #UCLA #USC BLACK GRAD WOMEN‰Ûªs WRITING SESSION in LOS ANGELES. 

MY HEART IS SO FULL. 

It was only right that a black woman owned coffee shop @SipandSonder hosted us!pic.twitter.com/t9S6A2azQf",20,111,959,3/9/2019 15:51
"I wanted to post this on FB but since it's down, Twitter gets it.

Bernie is coming to UCLA to attend a union rally!

#FacebookDown  #BernieSanders #ucla #Bernie2020 #fbdown #instagramisdownhttp://dailybruin.com/2019/03/12/presidential-candidate-bernie-sanders-to-attend-union-rally-at-ucla/åÊ‰Û_",5,58,122,3/13/2019 12:13
"This coaching search feels underwhelming considering what might have been. It would no doubt have been a complete power shift in college basketball, but higher ups couldn‰Ûªt agree on some small details. 
#UCLA will still get a good coach.",8,0,14,4/1/2019 17:23
Here it is ‰ÛÓ one of Chase Griffin‰Ûªs first throws at practice as a #UCLA quarterback. pic.twitter.com/g4Gpv36Ea3,3,5,34,4/2/2019 8:31
"Smashed pumpkins, broken bottles & burned Christmas trees line Roebling Ave in Westwood after multiple parties got out-of-hand last night near #UCLA campus ‰ÛÓ no citations or arrests but A LOT of cleaning up to do! | WATCH @ABC7 11am. #abc7eyewitnesspic.twitter.com/5BS0pPZj9L ‰ÛÒ at UCLA",14,23,50,1/11/2019 10:40
Jake Bird is assigned to Asheville Tourists #UCLA Baseball https://twitter.com/gotourists/status/1112199227353034757åÊ‰Û_,0,0,0,4/1/2019 23:08
A four-star CB from the Northwest is planning to check out #UCLA this spring https://247sports.com/college/ucla/Article/Four-Star-CB-Ayden-Hector-Planning-to-Check-Out-UCLA-130787972/åÊ‰Û_,0,1,17,4/1/2019 17:06
"#UCLA's deep-discount #transit pass ""induced 1000 drive-alone commuters to give up their parking space.

At $71 per parking space freed up per month, ""the cost of the pass to the University was only a third of the cost per parking space"" for a new garage. https://www.accessmagazine.org/wp-content/uploads/sites/7/2016/07/Access-26-05-Discounting-Transit-Passes.pdfåÊ‰Û_pic.twitter.com/di7nuRfOd4",1,7,16,2/13/2019 21:09
I can‰Ûªt stop thinking that Bruce Pearl would be a great fit at UCLA. That program needs a boost of energy and Pearl would bring a ton. #UCLA,8,5,25,4/1/2019 19:57
Up early with @katelyn_ohashi to visit @MarioLopezExtra We had a great time! @onwithmario #uclagymnastics #ucla #onwithmariolopezpic.twitter.com/BpBQxpXoqc,3,9,181,2/19/2019 9:25
"Just learned Willie Naulls died last month. One of first great #UCLA stars under Wooden & #NBA star in NY, Boston. Smooth, sweet J. Willie hit the longest HR I ever gave up in Santa Monica softball league in early ‰Û÷70s. Such a cool guy. Admired him greatly. #RIP fellow Bruin.",8,4,29,1/1/2019 19:40
Do you love social media and sports? We are looking for a social media intern to join our team and help cover #LASports! DM if interested! #LARams #LAChargers #Lakers #Clippers #Dodgers #LAAngels #LAKings #Ducks #LAFC #LAGalaxy #USC #UCLA pic.twitter.com/1CrcNTrNbN,0,1,1,4/1/2019 20:18
3-Star 2020 #Arizona OT Talent Noah Nelson @NoahNelson70 is a player! Don't miss his RNG interview: https://www.recruitingnewsguru.com/interview-3-star-2020-arizona-ot-talent-noah-nelson-is-that-desired-cornerstone-player/åÊ‰Û_ #BearDown #ForksUp #UCLA #GoIrish #GBR #Sooners,0,4,14,1/2/2019 19:31
Reminiscing about the time I performed with #UCLA Philharmonia at Royce Hall! @UCLAalpertpic.twitter.com/pYF579fiLy,4,2,32,3/25/2019 22:31
"That‰Ûªs a wrap! HAKU Conference was a wonderful collaboration of Native premed, med students, docs and representatives #AAMC @AaIP #ANAMS #Stanford #UCLA #UCRiverside #Kaiser #UCSD #UCDavis #MtSinai all working together to improve the representation of Native students in medicine!pic.twitter.com/iDXwkc3VUn",0,4,10,3/31/2019 2:19
"The Mo Ostin Academic Center for Student-Athletes will enhance the student-athlete experience at UCLA, directly impacting our future leaders. Thank you to our generous supporters who continue to help build champions in the classroom and in competition #UCLA #GoBruinshttps://twitter.com/UCLAAthletics/status/1095775772646694913åÊ‰Û_",2,7,34,2/13/2019 17:54
"UCLA's Lajahna Drummer commits a flagrant foul on UConn's Katie Lou Samuelson (33) in the second half of #NCAA Albany Regional semi-final action March 29, 2019 at the Times Union Center in #Albany. å©2019, The Day Publishing Co. @thedayct #ucon #huskies #ncaaw #UCLA #marchmadnesspic.twitter.com/vkZn4eS003",2,8,25,3/29/2019 20:44
Me too!  #UCLA #Bruinspic.twitter.com/whLZZ1cOg0,0,0,0,3/30/2019 21:20
"When was the last time you updated your contact information with #UCLA? Can‰Ûªt remember? It‰Ûªs probably time. 
Go to http://bit.ly/2mX4TgzåÊ  so that we can keep you connected.pic.twitter.com/caOqDrWAlB",0,1,2,3/30/2019 14:00
This 6-5 athlete from Hawaii with an SEC offer wants to see #UCLA:  https://247sports.com/college/ucla/Article/Three-Star-DL-from-Hawaii-Plans-to-Check-Out-UCLA-130794722/åÊ‰Û_,0,3,27,4/2/2019 13:38
We get one last dance at Pauley Pavilion this weekend.  #ucla #uclagymnastics : @dailybruin @uclagymnasticspic.twitter.com/Zi8XJ51BLI,16,57,870,3/12/2019 17:46
"I‰Ûªm going to do the only responsible thing right now: Put away the phone, go to bed, and see how I feel tomorrow.  #Ucla",0,0,1,4/1/2019 19:54
"Thank you, Coach. #woodenwednesday #ucla pic.twitter.com/mL4RX5vkSA",2,16,123,3/20/2019 14:34
#UCLA 28 FTs #OregonState 3 FTs. #Wheresthefoulpic.twitter.com/4ogteKLqCz,43,106,361,2/22/2019 14:47
2/2 @MentalUcla Mental Wellness needs of Black Female Students at UCLA #UCLA #Mentalhealth #MentalUCLApic.twitter.com/epgVdOVvV2,0,1,1,3/29/2019 11:32
#Rutgers football recruiting update: Former big-time N.J. TE back on campus and more #RFootball #B1G #UCLA #NJFootball @HSSportsNJhttps://www.nj.com/expo/sports/g66l-2019/01/3056219f4f4756/rutgers-football-recruiting-up.htmlåÊ‰Û_,3,7,46,1/11/2019 8:36
Here's me commentary on the latest @katelyn_ohashi gymnastics routine. Absolute ripper m8! #UCLA #gymnastics #sport #katelynohashi crank ya SOUND!pic.twitter.com/ezVGDF44ME,65,653,2.2K,1/14/2019 5:30
"Hello everyone! My name is Stephanie, 1st year PhD student in bioengineering at #UCLA and a recent addition to the #NewHarvest Fellowship Program working under Dr. Amy Rowat. Please join me on my adventures for a week as I take over the NH Twitter! #StephforNHpic.twitter.com/OQPv2Dv2ur",5,4,28,4/2/2019 13:36
#CollegeFootball #UCLA Bruins CFB Sports pic.twitter.com/GDmvZdt1yG,0,0,0,3/29/2019 1:30
"First day at the 2019 La Kretz Conservation Genomic Workshop in Santa Monica, CA. Thanks to the Biology department at UM and the Kushlan Fund for Waterbird Conservation and Biology for the support that allowed me to attend this workshop. #McCrackenLab #ConservationGenomics #UCLA pic.twitter.com/Ncd5HX4ZJk",0,3,6,3/24/2019 23:18
You feel me looking good in the blue and gold S/O to #UCLA coaching staff for showing me love today on my visit. pic.twitter.com/PlRKhEUBli,0,31,171,3/7/2019 14:12
I'll never forget this day @UCLAMBB #MarchMadneess #SweetSixteen #ucla pic.twitter.com/8bMu2ZG1Lt,27,76,430,3/30/2019 8:13
"#OnThisDay in 1975, legendary coach John Wooden retired after 27 seasons at #UCLA. Read more here: http://ow.ly/IhHt30nNQUTåÊ.
@UCLAAthletics @UCLAMBBpic.twitter.com/staFLfuM93",0,4,27,3/29/2019 8:02
And just played #UCLA for contract leverage.,0,0,0,4/2/2019 12:48
"Wow, #USC could pick up the @247Sports No. 1 player Jaelan Phillips. He has withdrawn from #UCLA and may transfer across town. https://247sports.com/college/usc/Article/Jaelan-Phillips-considering-transfer-to-USC-or-Stanford-127332804/åÊ‰Û_",16,31,205,1/4/2019 15:22
"Leading @UCLA‰Ûªs renovation endeavors is Los Angeles-based @CoArchitectsLA, which recently completed a remodel of the La Kretz Botany Building lobby. Learn more via our website!

Link: https://bit.ly/2FEaWzhåÊ.

#UCLA #Architecture #HigherEducationpic.twitter.com/5blTmHYiE9",0,1,2,3/29/2019 16:00
"#NFLCombine key measurements thread‰Û_

117. #UCLA TE Caleb Wilson
Height: 6-4 2/8
Weight: 240
Hand: 9 6/8
Arm: 33
Wingspan: 79 4/8",1,22,65,2/28/2019 5:21
Tackling drills at #UCLA practice Tuesday. pic.twitter.com/uN8c4L245Q,0,3,26,4/2/2019 8:36
"That #JamieRobbins is ridiculously close to perfection.  Just need her to do a little turn. 

#UCLA #Volleyball #Bruins #beachvolleyball #TuesdayMotivation #TuesdayThoughts #fitgirls #beachbabes #gymlife #fitfam pic.twitter.com/gXw63d8Vkg",2,1,13,4/2/2019 14:21
One thing I remember about our championship run in 2006 was guys like @Scottgarson @jasonludwig staying up for hours breaking down film not sure if they even slept #UCLA #marchmadenesspic.twitter.com/Nv4HVbaMGR,2,4,23,3/28/2019 22:11
#UCLA TE Caleb Wilson is a late addition to the North team roster. He replaces Stetson TE Donald Parham.,6,20,73,1/24/2019 7:05
"How my straight ‰ÛÏA‰Û student got rejected by all his dream colleges. 

#UniversityOfCalifornia #UC #Cal #UCLA #UCSC #MIT #GeorgiaTech #CollegeAdmissions  https://www.facebook.com/1807176622643245/posts/2502753363085564?sfns=moåÊ‰Û_",26,9,63,3/28/2019 17:12
#UCLA @LAPDHQ #SAYHISNAME,0,0,0,12/31/2018 16:18
I think Jamie Dixon gets the #UCLA job.,0,0,1,4/1/2019 17:40
